state,district,crop,year,data_status,production_tonnes,fertilizer_use_kg_per_hectare,pesticide_use_kg_per_hectare,pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,organic_carbon_percent,msp_rs_qtl,expected_yield_q_ha,estimated_yield_q_ha,yield_gap_q_ha,production_cost_rs_ha,expected_net_return_rs_ha,water_stress_index,estimated_co2_kg_per_hectare,formula_pollution_index,pollution_index,sustainability_score
Punjab,Mohali,Masur / Lentil,2023,Official-aligned historical,2709.1,131.6,10.44,7.65,307.2,19.3,284.8,0.48,7000,16,15.9,0.1,47000,64300.0,0.32914586584150246,224.32,42.34,48.29,58.97
Punjab,Mohali,Masur / Lentil,2024,Provisional estimate,2604.1,133.81,10.56,7.62,306.0,19.3,284.8,0.48,7000,16,15.89,0.11,47000,64230.0,0.32914586584150246,227.81,42.74,42.52,64.73
Punjab,Mohali,Masur / Lentil,2025,Model-estimated scenario,2697.1,136.02,10.68,7.58,304.8,19.3,284.8,0.49,7000,16,15.92,0.08,47000,64440.0,0.32914586584150246,231.29,43.23,41.02,66.26
Punjab,Mohali,Masur / Lentil,2026,Model-estimated scenario,2730.7,138.23,10.8,7.59,303.6,19.3,284.7,0.51,7000,16,15.99,0.01,47000,64930.0,0.32914586584150246,234.78,43.69,43.04,64.32
Punjab,Mohali,Bajra,2019,Official-aligned historical,4652.7,114.68,9.05,7.58,312.0,19.2,285.0,0.5,2900,30,30.03,0,41000,46087.0,0.2691458658415024,195.24,38.3,41.1,63.84
Punjab,Mohali,Bajra,2020,Official-aligned historical,4943.5,116.74,9.16,7.59,310.8,19.2,285.0,0.52,2900,30,30.16,0,41000,46464.0,0.2691458658415024,198.48,38.78,35.61,69.39
Punjab,Mohali,Bajra,2021,Official-aligned historical,4670.6,118.8,9.27,7.63,309.6,19.2,284.9,0.52,2900,30,30.14,0,41000,46406.0,0.2691458658415024,201.72,39.14,35.41,69.58
Punjab,Mohali,Bajra,2022,Official-aligned historical,5012.7,120.87,9.38,7.66,308.4,19.2,284.9,0.51,2900,30,30.05,0,41000,46145.0,0.2691458658415024,204.97,39.63,36.89,68.06
Punjab,Mohali,Bajra,2023,Official-aligned historical,4887.4,122.93,9.49,7.65,307.2,19.3,284.8,0.48,2900,30,29.81,0.19,41000,45449.0,0.2691458658415024,208.21,40.02,41.96,62.88
Punjab,Mohali,Bajra,2024,Provisional estimate,4927.0,125.0,9.59,7.62,306.0,19.3,284.8,0.48,2900,30,29.79,0.21,41000,45391.0,0.2691458658415024,211.41,40.44,37.51,67.32
Punjab,Mohali,Bajra,2025,Model-estimated scenario,5163.8,127.06,9.7,7.58,304.8,19.3,284.8,0.49,2900,30,29.85,0.15,41000,45565.0,0.2691458658415024,214.65,40.9,38.92,65.94
Punjab,Mohali,Bajra,2026,Model-estimated scenario,4898.5,129.12,9.81,7.59,303.6,19.3,284.7,0.51,2900,30,29.98,0.02,41000,45942.0,0.2691458658415024,217.89,41.26,38.78,66.13
Punjab,Mohali,Jowar,2019,Official-aligned historical,4271.9,122.35,9.39,7.58,312.0,19.2,285.0,0.5,4023,28,28.03,0,46000,66764.69,0.2891458658415024,206.94,39.98,38.54,69.42
Punjab,Mohali,Jowar,2020,Official-aligned historical,4469.7,124.55,9.51,7.59,310.8,19.2,285.0,0.52,4023,28,28.15,0,46000,67247.45,0.2891458658415024,210.42,40.48,35.45,72.58
Punjab,Mohali,Jowar,2021,Official-aligned historical,4673.4,126.75,9.62,7.63,309.6,19.2,284.9,0.52,4023,28,28.13,0,46000,67166.99,0.2891458658415024,213.84,40.97,37.48,70.54
Punjab,Mohali,Jowar,2022,Official-aligned historical,4562.4,128.96,9.73,7.66,308.4,19.2,284.9,0.51,4023,28,28.05,0,46000,66845.15,0.2891458658415024,217.27,41.38,45.46,62.51
Punjab,Mohali,Jowar,2023,Official-aligned historical,4442.8,131.16,9.84,7.65,307.2,19.3,284.8,0.48,4023,28,27.82,0.18,46000,65919.86,0.2891458658415024,220.69,41.79,39.7,68.13
Punjab,Mohali,Jowar,2024,Provisional estimate,4643.8,133.36,9.96,7.62,306.0,19.3,284.8,0.48,4023,28,27.8,0.2,46000,65839.4,0.2891458658415024,224.16,42.28,38.58,69.24
Punjab,Mohali,Jowar,2025,Model-estimated scenario,4856.6,135.56,10.07,7.58,304.8,19.3,284.8,0.49,4023,28,27.86,0.14,46000,66080.78,0.2891458658415024,227.59,42.77,40.54,67.31
Punjab,Mohali,Jowar,2026,Model-estimated scenario,4742.5,137.77,10.18,7.59,303.6,19.3,284.7,0.51,4023,28,27.98,0.02,46000,66563.54,0.2891458658415024,231.02,43.18,46.55,61.38
Punjab,Mohali,Moong,2019,Official-aligned historical,1706.4,111.66,9.13,7.58,312.0,19.2,285.0,0.5,8780,11,11.01,0,39000,57667.8,0.29914586584150243,191.72,37.2,32.24,74.24
Punjab,Mohali,Moong,2020,Official-aligned historical,1700.8,113.67,9.24,7.59,310.8,19.2,285.0,0.52,8780,11,11.06,0,39000,58106.8,0.29914586584150243,194.9,37.61,32.44,74.11
Punjab,Mohali,Moong,2021,Official-aligned historical,1712.3,115.68,9.35,7.63,309.6,19.2,284.9,0.52,8780,11,11.05,0,39000,58019.0,0.29914586584150243,198.07,38.02,43.11,63.42
Punjab,Mohali,Moong,2022,Official-aligned historical,1743.1,117.69,9.46,7.66,308.4,19.2,284.9,0.51,8780,11,11.02,0,39000,57755.6,0.29914586584150243,201.24,38.45,38.43,68.06
Punjab,Mohali,Moong,2023,Official-aligned historical,1789.4,119.7,9.57,7.65,307.2,19.3,284.8,0.48,8780,11,10.93,0.07,39000,56965.4,0.29914586584150243,204.42,38.89,34.3,72.07
Punjab,Mohali,Moong,2024,Provisional estimate,1842.3,121.71,9.67,7.62,306.0,19.3,284.8,0.48,8780,11,10.92,0.08,39000,56877.6,0.29914586584150243,207.54,39.32,35.89,70.47
Punjab,Mohali,Moong,2025,Model-estimated scenario,1890.8,123.72,9.78,7.58,304.8,19.3,284.8,0.49,8780,11,10.94,0.06,39000,57053.2,0.29914586584150243,210.71,39.76,44.97,61.41
Punjab,Mohali,Moong,2026,Model-estimated scenario,1924.9,125.73,9.89,7.59,303.6,19.3,284.7,0.51,8780,11,10.99,0.01,39000,57492.2,0.29914586584150243,213.89,40.18,39.33,67.12
Punjab,Mohali,Urad,2019,Official-aligned historical,1604.2,110.72,9.0,7.58,312.0,19.2,285.0,0.5,8200,10,10.01,0,38000,44082.0,0.29914586584150243,189.84,36.89,30.29,74.1
Punjab,Mohali,Urad,2020,Official-aligned historical,1639.4,112.71,9.11,7.59,310.8,19.2,285.0,0.52,8200,10,10.05,0,38000,44410.0,0.29914586584150243,192.98,37.32,41.83,62.61
Punjab,Mohali,Urad,2021,Official-aligned historical,1667.0,114.71,9.22,7.63,309.6,19.2,284.9,0.52,8200,10,10.05,0,38000,44410.0,0.29914586584150243,196.14,37.74,39.93,64.51
Punjab,Mohali,Urad,2022,Official-aligned historical,1684.7,116.7,9.32,7.66,308.4,19.2,284.9,0.51,8200,10,10.02,0,38000,44164.0,0.29914586584150243,199.24,38.15,34.21,70.19
Punjab,Mohali,Urad,2023,Official-aligned historical,1691.8,118.69,9.43,7.65,307.2,19.3,284.8,0.48,8200,10,9.94,0.06,38000,43508.0,0.29914586584150243,202.39,38.56,33.39,70.91
Punjab,Mohali,Urad,2024,Provisional estimate,1689.9,120.69,9.54,7.62,306.0,19.3,284.8,0.48,8200,10,9.93,0.07,38000,43426.0,0.29914586584150243,205.55,38.96,44.62,59.67
Punjab,Mohali,Urad,2025,Model-estimated scenario,1682.1,122.68,9.65,7.58,304.8,19.3,284.8,0.49,8200,10,9.95,0.05,38000,43590.0,0.29914586584150243,208.7,39.36,40.77,63.54
Punjab,Mohali,Urad,2026,Model-estimated scenario,1672.6,124.67,9.76,7.59,303.6,19.3,284.7,0.51,8200,10,9.99,0.01,38000,43918.0,0.29914586584150243,211.85,39.76,35.81,68.55
Punjab,Mohali,Tur / Arhar,2019,Official-aligned historical,2126.6,120.18,10.09,7.58,312.0,19.2,285.0,0.5,8450,13,13.01,0,46000,63934.5,0.36914586584150244,207.69,40.52,43.41,63.47
Punjab,Mohali,Tur / Arhar,2020,Official-aligned historical,2095.5,122.35,10.21,7.59,310.8,19.2,285.0,0.52,8450,13,13.07,0,46000,64441.5,0.36914586584150244,211.13,40.95,44.33,62.63
Punjab,Mohali,Tur / Arhar,2021,Official-aligned historical,2029.2,124.51,10.33,7.63,309.6,19.2,284.9,0.52,8450,13,13.06,0,46000,64357.0,0.36914586584150244,214.55,41.35,39.37,67.58
Punjab,Mohali,Tur / Arhar,2022,Official-aligned historical,2078.3,126.67,10.45,7.66,308.4,19.2,284.9,0.51,8450,13,13.02,0,46000,64019.0,0.36914586584150244,217.97,41.82,35.6,71.3
Punjab,Mohali,Tur / Arhar,2023,Official-aligned historical,2195.4,128.84,10.57,7.65,307.2,19.3,284.8,0.48,8450,13,12.92,0.08,46000,63174.0,0.36914586584150244,221.4,42.32,46.93,59.84
Punjab,Mohali,Tur / Arhar,2024,Provisional estimate,2213.4,131.0,10.7,7.62,306.0,19.3,284.8,0.48,8450,13,12.91,0.09,46000,63089.5,0.36914586584150244,224.87,42.78,46.16,60.59
Punjab,Mohali,Tur / Arhar,2025,Model-estimated scenario,2134.9,133.16,10.82,7.58,304.8,19.3,284.8,0.49,8450,13,12.93,0.07,46000,63258.5,0.36914586584150244,228.29,43.18,40.42,66.36
Punjab,Mohali,Tur / Arhar,2026,Model-estimated scenario,2130.7,135.32,10.94,7.59,303.6,19.3,284.7,0.51,8450,13,12.99,0.01,46000,63765.5,0.36914586584150244,231.71,43.61,38.54,68.32
Punjab,Mohali,Groundnut,2019,Official-aligned historical,3880.8,184.32,17.8,7.58,312.0,19.2,285.0,0.5,7517,24,24.02,0,76000,104558.34,0.49914586584150245,330.4,59.18,62.18,49.91
Punjab,Mohali,Groundnut,2020,Official-aligned historical,3699.8,187.64,18.02,7.59,310.8,19.2,285.0,0.52,7517,24,24.13,0,76000,105385.21,0.49914586584150245,335.83,59.83,60.12,52.1
Punjab,Mohali,Groundnut,2021,Official-aligned historical,3985.6,190.95,18.23,7.63,309.6,19.2,284.9,0.52,7517,24,24.12,0,76000,105310.04,0.49914586584150245,341.21,60.61,54.83,57.38
Punjab,Mohali,Groundnut,2022,Official-aligned historical,3866.5,194.27,18.44,7.66,308.4,19.2,284.9,0.51,7517,24,24.04,0,76000,104708.68,0.49914586584150245,346.6,61.27,64.14,47.98
Punjab,Mohali,Groundnut,2023,Official-aligned historical,3892.6,197.59,18.66,7.65,307.2,19.3,284.8,0.48,7517,24,23.85,0.15,76000,103280.45,0.49914586584150245,352.03,61.98,66.01,45.89
Punjab,Mohali,Groundnut,2024,Provisional estimate,4108.8,200.91,18.87,7.62,306.0,19.3,284.8,0.48,7517,24,23.83,0.17,76000,103130.11,0.49914586584150245,357.42,62.73,62.19,49.68
Punjab,Mohali,Groundnut,2025,Model-estimated scenario,3885.4,204.22,19.08,7.58,304.8,19.3,284.8,0.49,7517,24,23.88,0.12,76000,103505.96,0.49914586584150245,362.79,63.37,57.72,54.21
Punjab,Mohali,Groundnut,2026,Model-estimated scenario,4142.5,207.54,19.3,7.59,303.6,19.3,284.7,0.51,7517,24,23.98,0.02,76000,104257.66,0.49914586584150245,368.23,64.14,59.25,52.8
Punjab,Mohali,Sunflower Seed,2019,Official-aligned historical,2817.1,166.32,15.59,7.58,312.0,19.2,285.0,0.5,8343,18,18.02,0,62000,88340.86,0.4691458658415024,295.73,53.84,55.49,54.35
Punjab,Mohali,Sunflower Seed,2020,Official-aligned historical,2929.7,169.32,15.78,7.59,310.8,19.2,285.0,0.52,8343,18,18.1,0,62000,89008.3,0.4691458658415024,300.59,54.51,50.58,59.36
Punjab,Mohali,Sunflower Seed,2021,Official-aligned historical,2824.7,172.31,15.96,7.63,309.6,19.2,284.9,0.52,8343,18,18.09,0,62000,88924.87,0.4691458658415024,305.4,55.09,47.26,62.67
Punjab,Mohali,Sunflower Seed,2022,Official-aligned historical,3025.6,175.3,16.15,7.66,308.4,19.2,284.9,0.51,8343,18,18.03,0,62000,88424.29,0.4691458658415024,310.25,55.79,58.93,50.92
Punjab,Mohali,Sunflower Seed,2023,Official-aligned historical,2856.7,178.3,16.34,7.65,307.2,19.3,284.8,0.48,8343,18,17.88,0.12,62000,87172.84,0.4691458658415024,315.12,56.36,57.89,51.77
Punjab,Mohali,Sunflower Seed,2024,Provisional estimate,3091.0,181.29,16.52,7.62,306.0,19.3,284.8,0.48,8343,18,17.87,0.13,62000,87089.41,0.4691458658415024,319.93,57.06,52.41,57.24
Punjab,Mohali,Sunflower Seed,2025,Model-estimated scenario,2922.6,184.29,16.71,7.58,304.8,19.3,284.8,0.49,8343,18,17.91,0.09,62000,87423.13,0.4691458658415024,324.8,57.63,51.06,58.64
Punjab,Mohali,Sunflower Seed,2026,Model-estimated scenario,3121.9,187.28,16.9,7.59,303.6,19.3,284.7,0.51,8343,18,17.99,0.01,62000,88090.57,0.4691458658415024,329.65,58.33,62.8,47.0
Punjab,Mohali,Soybean,2019,Official-aligned historical,3361.2,140.98,12.94,7.58,312.0,19.2,285.0,0.5,5708,22,22.02,0,56000,69690.16,0.38914586584150246,249.27,46.82,45.19,62.42
Punjab,Mohali,Soybean,2020,Official-aligned historical,3578.0,143.52,13.1,7.59,310.8,19.2,285.0,0.52,5708,22,22.12,0,56000,70260.96,0.38914586584150246,253.39,47.41,39.83,67.87
Punjab,Mohali,Soybean,2021,Official-aligned historical,3631.0,146.05,13.26,7.63,309.6,19.2,284.9,0.52,5708,22,22.11,0,56000,70203.88,0.38914586584150246,257.49,47.96,49.38,58.31
Punjab,Mohali,Soybean,2022,Official-aligned historical,3470.0,148.59,13.41,7.66,308.4,19.2,284.9,0.51,5708,22,22.04,0,56000,69804.32,0.38914586584150246,261.56,48.43,50.8,56.83
Punjab,Mohali,Soybean,2023,Official-aligned historical,3595.0,151.13,13.57,7.65,307.2,19.3,284.8,0.48,5708,22,21.86,0.14,56000,68776.88,0.38914586584150246,265.68,49.0,46.5,60.97
Punjab,Mohali,Soybean,2024,Provisional estimate,3779.3,153.67,13.72,7.62,306.0,19.3,284.8,0.48,5708,22,21.85,0.15,56000,68719.8,0.38914586584150246,269.74,49.58,42.25,65.21
Punjab,Mohali,Soybean,2025,Model-estimated scenario,3639.0,156.2,13.88,7.58,304.8,19.3,284.8,0.49,5708,22,21.89,0.11,56000,68948.12,0.38914586584150246,273.85,50.07,53.24,54.25
Punjab,Mohali,Soybean,2026,Model-estimated scenario,3618.7,158.74,14.03,7.59,303.6,19.3,284.7,0.51,5708,22,21.98,0.02,56000,69461.84,0.38914586584150246,277.92,50.59,53.2,54.37
Punjab,Muktsar,Wheat,2019,Official-aligned historical,8463.5,247.27,18.39,7.75,328.0,20.8,299.0,0.52,2585,50,50.7,0,72000,59059.5,0.7429919365751118,415.24,74.06,70.64,32.5
Punjab,Muktsar,Wheat,2020,Official-aligned historical,8065.1,251.72,18.61,7.79,326.8,20.8,299.0,0.52,2585,50,50.67,0,72000,58981.95,0.7429919365751118,422.15,74.89,75.45,27.68
Punjab,Muktsar,Wheat,2021,Official-aligned historical,8284.7,256.17,18.83,7.82,325.6,20.8,298.9,0.51,2585,50,50.52,0,72000,58594.2,0.7429919365751118,429.05,75.81,72.36,30.71
Punjab,Muktsar,Wheat,2022,Official-aligned historical,8741.1,260.62,19.06,7.81,324.4,20.8,298.9,0.48,2585,50,50.11,0,72000,57534.35,0.7429919365751118,436.01,76.76,74.73,28.18
Punjab,Muktsar,Wheat,2023,Official-aligned historical,8368.2,265.07,19.28,7.78,323.2,20.9,298.8,0.48,2585,50,50.08,0,72000,57456.8,0.7429919365751118,442.92,77.59,74.08,28.82
Punjab,Muktsar,Wheat,2024,Provisional estimate,8450.9,269.53,19.5,7.74,322.0,20.9,298.8,0.49,2585,50,50.18,0,72000,57715.3,0.7429919365751118,449.84,78.49,78.32,24.62
Punjab,Muktsar,Wheat,2025,Model-estimated scenario,8996.1,273.98,19.72,7.75,320.8,20.9,298.8,0.51,2585,50,50.4,0,72000,58284.0,0.7429919365751118,456.75,79.44,77.21,25.81
Punjab,Muktsar,Wheat,2026,Model-estimated scenario,8688.2,278.43,19.94,7.78,319.6,20.9,298.7,0.52,2585,50,50.49,0,72000,58516.65,0.7429919365751118,463.65,80.29,79.63,23.43
Punjab,Muktsar,Rice / Paddy,2019,Official-aligned historical,10715.9,296.88,23.57,7.75,328.0,20.8,299.0,0.52,2441,65,65.91,0,90000,70886.31,1,506.15,89.84,92.69,10.22
Punjab,Muktsar,Rice / Paddy,2020,Official-aligned historical,10664.6,302.22,23.86,7.79,326.8,20.8,299.0,0.52,2441,65,65.87,0,90000,70788.67,1,514.57,90.92,87.78,15.11
Punjab,Muktsar,Rice / Paddy,2021,Official-aligned historical,11033.4,307.57,24.14,7.82,325.6,20.8,298.9,0.51,2441,65,65.67,0,90000,70300.47,1,522.96,92.03,88.27,14.55
Punjab,Muktsar,Rice / Paddy,2022,Official-aligned historical,10776.9,312.91,24.42,7.81,324.4,20.8,298.9,0.48,2441,65,65.14,0,90000,69006.74,1,531.33,93.08,90.35,12.27
Punjab,Muktsar,Rice / Paddy,2023,Official-aligned historical,11342.2,318.26,24.7,7.78,323.2,20.9,298.8,0.48,2441,65,65.1,0,90000,68909.1,1,539.71,94.21,96.2,6.4
Punjab,Muktsar,Rice / Paddy,2024,Provisional estimate,10902.1,323.6,24.99,7.74,322.0,20.9,298.8,0.49,2441,65,65.23,0,90000,69226.43,1,548.13,95.25,92.32,10.33
Punjab,Muktsar,Rice / Paddy,2025,Model-estimated scenario,11634.0,328.94,25.27,7.75,320.8,20.9,298.8,0.51,2441,65,65.51,0,90000,69909.91,1,556.5,96.39,94.38,8.38
Punjab,Muktsar,Rice / Paddy,2026,Model-estimated scenario,11048.0,334.29,25.55,7.78,319.6,20.9,298.7,0.52,2441,65,65.64,0,90000,70227.24,1,564.88,97.41,94.96,7.84
Punjab,Muktsar,Maize,2019,Official-aligned historical,8783.8,244.64,17.85,7.75,328.0,20.8,299.0,0.52,2410,55,55.77,0,67000,67405.7,0.6329919365751118,409.07,71.73,70.34,34.97
Punjab,Muktsar,Maize,2020,Official-aligned historical,9428.5,249.05,18.06,7.79,326.8,20.8,299.0,0.52,2410,55,55.74,0,67000,67333.4,0.6329919365751118,415.87,72.67,67.63,37.67
Punjab,Muktsar,Maize,2021,Official-aligned historical,9030.4,253.45,18.27,7.82,325.6,20.8,298.9,0.51,2410,55,55.57,0,67000,66923.7,0.6329919365751118,422.66,73.5,69.99,35.24
Punjab,Muktsar,Maize,2022,Official-aligned historical,9199.8,257.85,18.49,7.81,324.4,20.8,298.9,0.48,2410,55,55.12,0,67000,65839.2,0.6329919365751118,429.5,74.39,78.51,26.56
Punjab,Muktsar,Maize,2023,Official-aligned historical,9683.5,262.26,18.7,7.78,323.2,20.9,298.8,0.48,2410,55,55.09,0,67000,65766.9,0.6329919365751118,436.31,75.32,73.27,31.78
Punjab,Muktsar,Maize,2024,Provisional estimate,9173.6,266.66,18.92,7.74,322.0,20.9,298.8,0.49,2410,55,55.19,0,67000,66007.9,0.6329919365751118,443.15,76.14,72.42,32.67
Punjab,Muktsar,Maize,2025,Model-estimated scenario,9654.8,271.06,19.13,7.75,320.8,20.9,298.8,0.51,2410,55,55.43,0,67000,66586.3,0.6329919365751118,449.94,77.06,74.82,30.36
Punjab,Muktsar,Maize,2026,Model-estimated scenario,9840.7,275.47,19.34,7.78,319.6,20.9,298.7,0.52,2410,55,55.54,0,67000,66851.4,0.6329919365751118,456.75,77.96,81.38,23.84
Punjab,Muktsar,Cotton,2019,Official-aligned historical,3805.1,238.83,34.63,7.75,328.0,20.8,299.0,0.52,8267,24,24.34,0,95000,106218.78,0.8029919365751117,487.09,84.94,80.01,29.91
Punjab,Muktsar,Cotton,2020,Official-aligned historical,3900.9,243.13,35.05,7.79,326.8,20.8,299.0,0.52,8267,24,24.32,0,95000,106053.44,0.8029919365751117,494.82,85.98,80.78,29.11
Punjab,Muktsar,Cotton,2021,Official-aligned historical,4107.3,247.43,35.46,7.82,325.6,20.8,298.9,0.51,8267,24,24.25,0,95000,105474.75,0.8029919365751117,502.5,87.04,92.14,17.66
Punjab,Muktsar,Cotton,2022,Official-aligned historical,4184.9,251.73,35.88,7.81,324.4,20.8,298.9,0.48,8267,24,24.05,0,95000,103821.35,0.8029919365751117,510.24,88.07,88.1,21.45
Punjab,Muktsar,Cotton,2023,Official-aligned historical,4075.7,256.03,36.3,7.78,323.2,20.9,298.8,0.48,8267,24,24.04,0,95000,103738.68,0.8029919365751117,517.97,89.05,84.46,25.08
Punjab,Muktsar,Cotton,2024,Provisional estimate,3991.1,260.32,36.71,7.74,322.0,20.9,298.8,0.49,8267,24,24.08,0,95000,104069.36,0.8029919365751117,525.64,90.03,86.57,23.02
Punjab,Muktsar,Cotton,2025,Model-estimated scenario,4110.9,264.62,37.13,7.75,320.8,20.9,298.8,0.51,8267,24,24.19,0,95000,104978.73,0.8029919365751117,533.37,91.08,86.82,22.91
Punjab,Muktsar,Cotton,2026,Model-estimated scenario,4322.7,268.92,37.54,7.78,319.6,20.9,298.7,0.52,8267,24,24.24,0,95000,105392.08,0.8029919365751117,541.05,92.14,91.34,18.45
Punjab,Muktsar,Mustard / Rapeseed,2019,Official-aligned historical,2924.0,189.38,12.48,7.75,328.0,20.8,299.0,0.52,6200,18,18.25,0,52000,61150.0,0.43299193657511176,309.84,54.75,48.14,57.8
Punjab,Muktsar,Mustard / Rapeseed,2020,Official-aligned historical,2926.4,192.79,12.63,7.79,326.8,20.8,299.0,0.52,6200,18,18.24,0,52000,61088.0,0.43299193657511176,315.04,55.41,59.9,46.03
Punjab,Muktsar,Mustard / Rapeseed,2021,Official-aligned historical,2932.8,196.2,12.78,7.82,325.6,20.8,298.9,0.51,6200,18,18.19,0,52000,60778.0,0.43299193657511176,320.24,56.08,58.32,47.57
Punjab,Muktsar,Mustard / Rapeseed,2022,Official-aligned historical,2945.1,199.61,12.93,7.81,324.4,20.8,298.9,0.48,6200,18,18.04,0,52000,59848.0,0.43299193657511176,325.44,56.75,52.84,52.9
Punjab,Muktsar,Mustard / Rapeseed,2023,Official-aligned historical,2964.8,203.02,13.08,7.78,323.2,20.9,298.8,0.48,6200,18,18.03,0,52000,59786.0,0.43299193657511176,330.63,57.42,52.22,53.51
Punjab,Muktsar,Mustard / Rapeseed,2024,Provisional estimate,2992.9,206.43,13.23,7.74,322.0,20.9,298.8,0.49,6200,18,18.06,0,52000,59972.0,0.43299193657511176,335.83,58.09,54.25,51.51
Punjab,Muktsar,Mustard / Rapeseed,2025,Model-estimated scenario,3029.7,209.83,13.38,7.75,320.8,20.9,298.8,0.51,6200,18,18.14,0,52000,60468.0,0.43299193657511176,341.02,58.77,60.24,45.6
Punjab,Muktsar,Mustard / Rapeseed,2026,Model-estimated scenario,3074.6,213.24,13.53,7.78,319.6,20.9,298.7,0.52,6200,18,18.18,0,52000,60716.0,0.43299193657511176,346.22,59.45,55.52,50.36
Punjab,Muktsar,Barley,2019,Official-aligned historical,7048.5,174.91,11.17,7.75,328.0,20.8,299.0,0.52,2150,42,42.59,0,47000,44568.5,0.4629919365751118,284.35,52.8,46.15,57.0
Punjab,Muktsar,Barley,2020,Official-aligned historical,7200.3,178.06,11.3,7.79,326.8,20.8,299.0,0.52,2150,42,42.56,0,47000,44504.0,0.4629919365751118,289.11,53.43,56.83,46.31
Punjab,Muktsar,Barley,2021,Official-aligned historical,7233.7,181.2,11.43,7.82,325.6,20.8,298.9,0.51,2150,42,42.43,0,47000,44224.5,0.4629919365751118,293.85,54.04,52.12,50.98
Punjab,Muktsar,Barley,2022,Official-aligned historical,7164.1,184.35,11.57,7.81,324.4,20.8,298.9,0.48,2150,42,42.09,0,47000,43493.5,0.4629919365751118,298.66,54.64,48.42,54.57
Punjab,Muktsar,Barley,2023,Official-aligned historical,7058.3,187.5,11.7,7.78,323.2,20.9,298.8,0.48,2150,42,42.07,0,47000,43450.5,0.4629919365751118,303.42,55.23,50.31,52.67
Punjab,Muktsar,Barley,2024,Provisional estimate,7002.5,190.65,11.84,7.74,322.0,20.9,298.8,0.49,2150,42,42.15,0,47000,43622.5,0.4629919365751118,308.23,55.84,59.26,43.75
Punjab,Muktsar,Barley,2025,Model-estimated scenario,7059.7,193.8,11.97,7.75,320.8,20.9,298.8,0.51,2150,42,42.33,0,47000,44009.5,0.4629919365751118,312.99,56.45,53.74,49.33
Punjab,Muktsar,Barley,2026,Model-estimated scenario,7237.8,196.95,12.1,7.78,319.6,20.9,298.7,0.52,2150,42,42.41,0,47000,44181.5,0.4629919365751118,317.74,57.09,52.0,51.09
Punjab,Muktsar,Gram / Chana,2019,Official-aligned historical,3055.2,135.85,10.64,7.75,328.0,20.8,299.0,0.52,5875,18,18.25,0,48000,59218.75,0.38299193657511177,230.87,44.06,47.04,59.01
Punjab,Muktsar,Gram / Chana,2020,Official-aligned historical,2952.4,138.3,10.77,7.79,326.8,20.8,299.0,0.52,5875,18,18.24,0,48000,59160.0,0.38299193657511177,234.72,44.52,44.86,61.18
Punjab,Muktsar,Gram / Chana,2021,Official-aligned historical,2916.5,140.74,10.89,7.82,325.6,20.8,298.9,0.51,5875,18,18.19,0,48000,58866.25,0.38299193657511177,238.5,44.99,39.25,66.74
Punjab,Muktsar,Gram / Chana,2022,Official-aligned historical,3100.2,143.19,11.02,7.81,324.4,20.8,298.9,0.48,5875,18,18.04,0,48000,57985.0,0.38299193657511177,242.35,45.55,38.89,66.97
Punjab,Muktsar,Gram / Chana,2023,Official-aligned historical,3151.1,145.63,11.15,7.78,323.2,20.9,298.8,0.48,5875,18,18.03,0,48000,57926.25,0.38299193657511177,246.18,46.06,50.09,55.76
Punjab,Muktsar,Gram / Chana,2024,Provisional estimate,3017.2,148.08,11.28,7.74,322.0,20.9,298.8,0.49,5875,18,18.06,0,48000,58102.5,0.38299193657511177,250.03,46.5,46.01,59.86
Punjab,Muktsar,Gram / Chana,2025,Model-estimated scenario,3072.9,150.52,11.41,7.75,320.8,20.9,298.8,0.51,5875,18,18.14,0,48000,58572.5,0.38299193657511177,253.87,47.02,41.38,64.57
Punjab,Muktsar,Gram / Chana,2026,Model-estimated scenario,3261.3,152.97,11.53,7.78,319.6,20.9,298.7,0.52,5875,18,18.18,0,48000,58807.5,0.38299193657511177,257.66,47.57,42.65,63.33
Punjab,Muktsar,Masur / Lentil,2019,Official-aligned historical,2662.7,129.98,10.42,7.75,328.0,20.8,299.0,0.52,7000,16,16.22,0,47000,66540.0,0.3629919365751118,222.12,42.52,44.19,63.14
Punjab,Muktsar,Masur / Lentil,2020,Official-aligned historical,2581.4,132.32,10.55,7.79,326.8,20.8,299.0,0.52,7000,16,16.21,0,47000,66470.0,0.3629919365751118,225.82,42.96,39.08,68.24
Punjab,Muktsar,Masur / Lentil,2021,Official-aligned historical,2766.9,134.66,10.67,7.82,325.6,20.8,298.9,0.51,7000,16,16.16,0,47000,66120.0,0.3629919365751118,229.47,43.5,35.67,71.6
Punjab,Muktsar,Masur / Lentil,2022,Official-aligned historical,2609.7,137.0,10.8,7.81,324.4,20.8,298.9,0.48,7000,16,16.04,0,47000,65280.0,0.3629919365751118,233.18,43.91,47.02,60.12
Punjab,Muktsar,Masur / Lentil,2023,Official-aligned historical,2811.1,139.34,10.92,7.78,323.2,20.9,298.8,0.48,7000,16,16.03,0,47000,65210.0,0.3629919365751118,236.83,44.46,46.03,61.1
